Original_Entry_ID,Gene_Symbol,SMILES
6461901,KCNK3,O1C(=C(C(=O)NCC=2ON=C(N2)C=3C=CC=CC3)C=C1)C
674819,KCNK3,O=N(=O)/C=C/C1=CC2=C(N(CC3=CC=CC=C3)C=C2)C=C1
3158536,KCNK3,ClC1=C(C(=O)COC(=O)CNC(=O)C=2OC=CC2)C=CC=C1
666268,KCNK3,BrC1=CC(C=2N=C(ON2)CCCC(=O)N)=CC(OCC)=C1OC
3100400,KCNK3,ClC=1C=CC(C2=NN(C(O)(C2)C)C(=O)C=3C=CC(Cl)=CC3)=CC1
645909,KCNK3,S(CC(=O)N(CC)CC)C=1OC(=NN1)C2=CC(OC)=CC=C2
656327,KCNK3,N1(C2CCCCC2)CCN(C(C=3N(N=NN3)C4CCCC4)CCCC)CC1
984115,KCNK3,S(=O)(=O)(NC1=CC=2N=C(SC2C=C1)C)C=3C=4N=CC=CC4C=CC3
3790682,KCNK3,OC1=NC(=NC(CN2CCC(CC2)C3=CC=CC=C3)=C1)C
6470622,KCNK3,ClC=1C(C(=O)N2CCN(CC2)CCC3=CC=CC=C3)=CC=C(F)C1
2352953,KCNK3,S(=O)(=O)(C1=CC=2N=C(SCC(=O)N3CCCCC3)OC2C=C1)CC
1471142,KCNK3,O(C1=C(C=2N(O)C(=O)C3=C(N2)C=CC=C3)C=CC=C1)C
1610886,KCNK3,ClC1=CC=C(C=2C3=C(NCCCO)N=CN=C3SC2)C=C1
7832177,KCNK3,ClC1=C(C=CC=C1)C(=O)N/N=C/C=C/C=2OC=CC2
2950506,KCNK3,BrC1=C(N(N=C1C)CC(O)COC=2C=CC(=CC2)C(=O)CC)C
3411203,KCNK3,O(CC(=O)C=1C=2C(NC1)=CC=CC2)C=3C(=NC=CC3)N(=O)=O
2081294,KCNK3,O(C=1C=CC(C(=O)NC=2NC=3C(N2)=CC=CC3)=CC1)C
1370241,KCNK3,S1/C(=C\C2=C(N(C(=C2)C)C)C)/C(=O)NC1=S
2835307,KCNK3,O(CCC(C)C)C1=CC=C(C2(NC(=O)NC2=O)C)C=C1
881482,KCNK3,ClC=1C=2C(C(S(=O)(=O)NC3=NC=CC=C3)=CC1)=CC=CC2
44825368,KCNK3,S1(=O)(=O)N(C2=C(C(=O)C1)C=CC=C2)CC3=CC=C(F)C=C3
5957764,KCNK3,OC=1N(C(C)C)C2=C(C1N=NC3=NC=CC=C3)C=CC=C2
2482511,KCNK3,FC=1C=CC(NC(=O)COC2=NC=3C(N=C2C)=CC=CC3)=CC1
6009298,KCNK3,O=C(N/N=C/1\CCCC2=C1C=CC=C2)CCCCCC
2105283,KCNK3,ClC=1C(OCCSC=2N(C(=NN2)C=3C=CN=CC3)C)=CC=CC1
2738750,KCNK3,S(=O)(=O)(N(CC1=CC=CC=C1)C)C2=CC=C(N3CCOCC3)N=C2
68617,KCNK3,ClC=1C=C([C@@H]2CC[C@H](NC)C=3C2=CC=CC3)C=CC1Cl
2151920,KCNK3,O(CC(=O)N1CCC(CC1)C)C=2C=3CCN(C(=O)C3C=CC2)C
242658,KCNK3,S(C1=NC(=NC=2N(CCCC)C=NC21)N)CC3=NC=CC=C3
3243891,KCNK3,N12N=NN=C1C(NCC3=CC=C(C=C3)C)=NC=4C2=CC=CC4
675065,KCNK3,O1C(C2C(C(=NC(=C2C(=O)N)C)C)C(=O)N)=CC=C1
12006245,KCNK3,OC(C[N+](CC)(CC)C)COCC1OC=2C(OC1)=CC=CC2
4781382,KCNK3,FC=1C(C(=O)NCC(=O)NCC2=NC=CC=C2)=CC=CC1
751906,KCNK3,S1C(=NC(C2=C(O)C=C(O)C=C2)=C1)NC3=NC=CC=C3
2813422,KCNK3,S(=O)(=O)(NC1=C(N2CCOCC2)C=CC=C1)C3=C(ON=C3C)C
2387457,KCNK3,ClC=1C(C(OCC(=O)NC2CCCCC2)=O)=C(Cl)C=CC1
3088593,KCNK3,O=C(NC1=C(C=C(C=C1C)C)C)C(N2CCCCCC2)C
2867240,KCNK3,S(C(C(OCC1=CC=CC=C1)=O)C)C2=NN=C(O)N=C2O
6602638,KCNK3,ClC=1C(N2CCN(CC2)CC)=CC=C(NC(=O)CCC)C1
692389,KCNK3,ClC1=CC=C(/C=C/C(=O)NCCC2=CC=CC=C2)C=C1
1481527,KCNK3,ClC1=C(C2=NOC(=C2C(OCC=3SC(Cl)=NC3)=O)C)C=CC=C1
6862504,KCNK3,S1C(=C(C=C1)C)/C=N/NC(=O)CC=2N(C=CC2)C
655391,KCNK3,FC1=CC=C(N2CCN(CC2)CC(OCC3=CC=CC=C3)=O)C=C1
18573530,KCNK3,S=1(O)(O)=CC(N(C(=O)C23CC4CC(C2)CC(C3)C4)CC)CC1
3178566,KCNK3,ClC1=CN2C(NCC(OCC)=O)=C(N=C2C=C1)C=3C=CC(OC)=CC3
1206873,KCNK3,S(C(=S)N1CCN(CC1)C)CC2=C(OC)C=CC(N(=O)=O)=C2
9591267,KCNK3,O1C(=CC=C1C(=O)N/N=C/C=C/C2=CC=CC=C2)C
16822832,KCNK3,S1C=2N(C(=O)C(C(=O)NC3CCCCC3)C(=O)N2)C=C1
2933306,KCNK3,S1C(NC(=O)C=2C3CC(C2C(=O)O)CC3)=NN=C1SCC
5524528,KCNK3,S1C(=C(N2C=CC=C2)C=C1)C(=O)N/N=C\C=3SC=CC3
4580080,KCNK3,O=C(C1NN=C(C1C2=CC=CC=C2)C(OC)=O)C=3OC=CC3
101383,KCNK3,O=C(NCC(=O)O)C(C1=CC=CC=C1)C2=CC=CC=C2
2085344,KCNK3,O1CCN(CC1)C(=O)COC(=O)C=2C(OC)=CC(OC)=C(OC)C2
3822579,KCNK3,FC1=C2C(C(CC2=O)(C3=CC=CC=C3)C(O)=O)=CC=C1
5295554,KCNK3,O=C(N1C(C=2N(CC1)C(=CC2)C)C)C=3C=CC(OC)=CC3
3217986,KCNK3,BrC=1C=CC(C(=O)NC2CC3N(C(C2)CCC3)CCC)=CC1
2965196,KCNK3,S1C(C(=O)N2C(CCC2)C(=O)O)=CC=C1C#CC(O)(C)C
2172576,KCNK3,S=C(NC1=C(CC2=CC=CC=C2)C=CC=C1)NCCOC
2897529,KCNK3,S(C(C(=O)NC=1C=C2OCOC2=CC1)C)CC3=CC=CC=C3
3664628,KCNK3,O1C(CC(C(C)C)(CC1)CCN(CC=2OC=CC2)C(=O)CC)(C)C
8688604,KCNK3,BrC=1C(CN2CCN(CC2)C3=CC=CC=C3)=CC=4OCCOC4C1
3972252,KCNK3,S(=O)(=O)(NC(C(=O)N1CCCCCC1)C)C2=CC=C(OC)C=C2
2815183,KCNK3,O(C=1C(CC(=O)NC(=O)C2=C(O)C=CC=C2)=CC=CC1)C
6051700,KCNK3,O(C(=O)CC12CC3CC(C1)CC(C2)C3)CC(=O)C(C(=N)C)C#N
2784339,KCNK3,O1C(CN(CC1C)C(=O)C2=CC=3C(OC2=O)=CC=CC3)C
661400,KCNK3,O(CCNC=1N=CN=C2N(N=CC21)C3=CC=CC=C3)CCO
262998,KCNK3,O=N(=O)C1=C(NC(C2=CC=CC=C2)C)C=CC(N(=O)=O)=C1
784343,KCNK3,O(C=1C(NCC=2C(OC)=CC=CC2)=CC(C3=CC=CC=C3)=CC1)C
1437841,KCNK3,ClC=1C=CC(C(=O)N2CCC(CC2)C(=O)C=3C=CC(F)=CC3)=CC1
319319,KCNK3,S(=O)(=O)(NC(CC(=O)N)C(=O)O)C1=CC=C(C=C1)C
5405057,KCNK3,O(C1=CC=C(OC)C=C1)CC(=O)N/N=C\C=2OC=CC2
654428,KCNK3,S1C=2CCC=3C(C2N=C1NC(=O)C=4SC=CC4)=CC=CC3
2228569,KCNK3,S(=O)(=O)(N(CCC1=CC=CC=C1)CC(=O)NC(C)C)C
5344602,KCNK3,O(C=1C(O)=C(C=CC1)C=NNC=2N=CC(N(=O)=O)=CC2)C
5413076,KCNK3,S=C(NC)C=1C=C(C(C)(C)C)C(O)=C(C(C)(C)C)C1
2097881,KCNK3,S(C1=NC=CC=C1C(OCC(=O)C2=C(N(C(=C2)C)C)C)=O)C
5053667,KCNK3,S1C(C(=O)CCC(OCC(=O)N2C(CCCC2C)C)=O)=CC=C1
4294433,KCNK3,S=C(N1C(C=2N(CC1)C=CC2)C3=CC=CN=C3)NC
22514403,KCNK3,O=C(N1CCC(CC1)C)CN2N=C(N3C(C2=O)=CC=C3)C
2140148,KCNK3,S1C(C2=NN(C=C2C(=O)N3CCOCC3)C4=CC=CC=C4)=CC=C1
651105,KCNK3,S1C(C2C3=C(NC(=O)C2)C=C(OC)C(OC)=C3)=CC=C1
795954,KCNK3,O1C2=C(OCC1)C=CC(=C2)C3=NNC(=C3)C(OCC)=O
519632,KCNK3,O=C1C2(CN3CC1(CN(C2)C3)C4=CC=CC=C4)C5=CC=CC=C5
750953,KCNK3,O1N=C(N=C1CN2CCC(CC2)CC3=CC=CC=C3)C=4C=CC=CC4
2998998,KCNK3,S(C(C)C(=O)NC(=O)N)C=1C=C(C=CC1)C(F)(F)F
9642115,KCNK3,ClC1=CC=C(S(=O)(=O)NC(=O)C[N+]=2C=CC=CC2)C=C1
2707484,KCNK3,O1C(C(=O)N2CCN(CC2)C3=NC=CC=N3)=CC=4C1=CC=CC4
1474442,KCNK3,BrC1=CC(NC(=O)CC2=NC=C(C=C2Cl)C(F)(F)F)=CC=C1
3165715,KCNK3,BrC=1C(C2C3C(OC(=N)C2C#N)=CCCC3=O)=CC=4OCOC4C1
658452,KCNK3,OC(CN1C2=NC(N3CCN(CC3)CCC)=NC2=C(N=C1)N)CO
3791616,KCNK3,O=C1NCCN(C1CC(OCC)=O)C(=O)C2=CC(OC)=CC=C2
732122,KCNK3,O1C=2C(C=C(C=3NC4=C(N3)C=CC=C4)C1=O)=CC=CC2
9641659,KCNK3,O1C=2C(C=C1/C(=N/OCC=3C(=CC=CC3)C#N)/C)=CC=CC2
243593,KCNK3,OC=1N(C(O)=NC1CC2=CC=CC=C2)CC3=CC=CC=C3
16060978,KCNK3,S(CCN1CCN(CC(C)C)CCC1=O)C2=CC=C(OC)C=C2
24761736,KCNK3,S1(OC2C([C@@H](N1)CC(SC(C)(C)C)=O)CCCC2)(=O)=O
4065564,KCNK3,O=C(N1CCC=2C1=CC=CC2)CN3CCN(CC3)C4=NC=CC=C4
2838184,KCNK3,ClC=1C(NC(=O)C2C(CCCC2)C(=O)O)=CC=CC1Cl
1488072,KCNK3,S1C(=C(N)C(=C1SCC2=CC=CC=C2)C#N)C(=O)C=3C=CC=CC3
859040,KCNK3,S=C(N1CCN(CC1)C2=CC=C(F)C=C2)NCC=3OC=CC3
659416,KCNK3,O1C(C2=NN3C=4C(N=C3N=C2C=5OC=CC5)=CC=CC4)=CC=C1
2817811,KCNK3,FC(F)(F)C(O)(C1=CC=C(N(C)C(OCC)=O)C=C1)C(OCC)=O
1245479,KCNK3,S1C(CCC)=CC(=C1)C(=O)NC2=CC=C(C=C2)C(OC)=O
17148682,KCNK3,FC=1C=CC(C(=O)NC2=CC3=C(NN=C3)C=C2)=CC1
745024,KCNK3,ClC=1C=C(C(=O)NCC(=O)N2N=C(C=C2C)C)C=CC1
246704,KCNK3,FC1=C(C(=O)C=2C=3C(C=CC2)=CC=CC3)C(=CC=C1)C(OC)=O
2107871,KCNK3,ClC=1N(N=C(C1C(OCC(=O)N2CCCC2)=O)C)CC3=CC=CC=C3
992130,KCNK3,ClC1=CC(NC(=O)CCSC=2OC(=NN2)C=3C=CN=CC3)=CC=C1
2939602,KCNK3,O=C(NC1=C(C=CC=C1)C(O)=O)CC(CC(=O)O)C
3240286,KCNK3,O=C(N1CCN(CC1)C2=CC=CC=C2)C=3C(=C(NC3C)C(OCC)=O)C
1079321,KCNK3,ClC=1C=C(C(=O)N2CCN(CC2)CC3=CC=4OCOC4C=C3)C=CC1
2449024,KCNK3,S(CC(=O)C=1C=2C(NC1)=CC=CC2)C=3SC(NCCOC)=NN3
5308607,KCNK3,FC1=CC=C(CN2N=NC(=C2N)C(=O)NCC3=CC=CC=C3)C=C1
2208261,KCNK3,ClC=1C(CC(=NC(=O)C=2C=CC=CC2)C(=O)N3CCN(CC3)C)=CC=CC1
663279,KCNK3,S1C(=NN2C1=NN=C2C3=CC=CN=C3)C4=CC(OC)=C(OC)C(OC)=C4
772016,KCNK3,S(=O)(=O)(NC1=NC=CC(=C1)C)C2=CC=C(NC(=O)C)C=C2
2981695,KCNK3,O(CC(=O)N1CCN(CC1)C(=O)C=2OC=CC2)C=3C(OC)=CC=CC3
3393695,KCNK3,S=C(NC=1C(O)=CC(N(=O)=O)=CC1)NC(=O)C2=NN(C=C2)C
16195726,KCNK3,O1[C@H](OCC)[C@H](C(C2CCCCC2)=CC1C(O)=O)CCCO
1345009,KCNK3,ClC=1C(NC(=O)C=2OC=CC2)=CC=C(NC(=S)NC(=O)CC)C1
5727422,KCNK3,S1C(C(=O)N=C(C(=O)N2CCOCC2)CC=3C=C4OCOC4=CC3)=CC=C1
812598,KCNK3,S1CCN(CC1)C(=S)NC(=O)/C=C/C2=CC=C(OC)C=C2
2206049,KCNK3,S(=O)(=O)(N1CCN(CC1)C=2C(CC)=CC=CC2)C3=CC(=C(F)C=C3)C
3239540,KCNK3,S(=O)(=O)(N(CCC1=CC=CC=C1)CC2=CC=CC=C2)C3=C(ON=C3C)C
12005787,KCNK3,ClC1=CC=C(C=2N3C(=[N+](C2)CC4=CC(Cl)=CC=C4)CCC3)C=C1
16188570,KCNK3,S(C1=C(C(=O)C2CCCN(C2)CC3=NC(=CC=C3)C)C=CC=C1)C
699366,KCNK3,ClC1=CC(NC(=O)[C@@H]2N(C(SC2)(C)C)C=O)=CC=C1
25058310,KCNK3,S1C(=C(C=2C1=CC=CC2)C3=CC=C(O)C=C3)C4=CC=C(OC)C=C4
695793,KCNK3,O=C1NC(=O)N=C1CC2=C(N(C(=C2)C)C=3C=CN=CC3)C
24819465,KCNK3,O1C2=C(C(=C1C(=O)NCC=3OC(=NN3)C)C)C=C(CCC)C=C2
5923031,KCNK3,O=C1N(CC=C)C(=O)NC(=O)C1C(=NCCCN2C=CN=C2)C
3594531,KCNK3,O=C1N(C(NC(=O)C=2C=CC(=CC2)C)=C3C(=N1)C=CC=C3)CC
3108601,KCNK3,S1C(C(=O)NNC(=O)C(=O)NC=2C=CC(=CC2)C)=CC=C1
2430340,KCNK3,S(C=1N=C2C(=C(C1)C)C=CC=C2)CC(=O)NC3=NOC(=C3)C
3897003,KCNK3,S(CC(=O)NCC1OCCC1)C=2N(N=NN2)C=3C=C(C=CC3)C
951885,KCNK3,SC=1N(C(=NN1)CCC2=CC=CC=C2)C3=CC(=C(C=C3)C)C
5071484,KCNK3,S(CC(=O)N1CC(CCC1)C(OCC)=O)C=2N3C(=CC(=NC3=NN2)C)C
1310557,KCNK3,ClC=1C=C(COC(=O)C2=CC=C(NC(=O)CC)C=C2)C=CC1Cl
2937484,KCNK3,S1C(CC(=O)NCCC2=CC(OC)=C(OC)C=C2)=C(O)N=C1N
16193051,KCNK3,O(C1=CC=C(NC=2N3C(=NC2C=4C=CC(=CC4)C)C=NC=C3)C=C1)C
900247,KCNK3,S=C1N(C(=O)/C(=C/C2=CC(=C(OC)C=C2)C)/C(=O)N1)C
3096485,KCNK3,ClC(C(N=C1C=2C(OC(=O)C1N(=O)=O)=CC=CC2)C)C3=CC=CC=C3
6905812,KCNK3,FC(F)OC1=C(C=CC=C1)/C=N/OCC(=O)NC(CC)CC
2765062,KCNK3,S(=O)(=O)(NC(CC1=CC=CC=C1)C(=O)O)C2=CC=C(OC)C=C2
20865303,KCNK3,S1C=2C=3C(N(C(=O)C2C=C1C(=O)NCCOC)CC)=CC=CC3
2928411,KCNK3,O1C2(CC(OCC2)(C)C)C(CC1=O)C(=O)NC3=C(C=CC=C3)C
4384144,KCNK3,ClC=1C=C(NC(=O)C=2C(=O)N3CCSC3=NC2)C(OC)=CC1
1119211,KCNK3,ClC1=C(C2=NOC(=C2C(=O)NC=3C=C4OCOC4=CC3)C)C=CC=C1
2194431,KCNK3,S=C(NC1=C(C2CC2)C=CC=C1)NC3=CC=C(OCC)C=C3
1298848,KCNK3,S=C(NCCN1CCOCC1)NC2=CC=C(NC3=CC=CC=C3)C=C2
4661264,KCNK3,S(=O)(=O)(N1CCOCC1)C2=CC(NC(=O)C3=NC=CN=C3)=CC=C2
2151173,KCNK3,S\1C=2C(N(CC)/C1=N/C(=O)COC3=CC=CC=C3)=C(F)C=CC2
751748,KCNK3,S(CC(=O)NC=1C=C(OC)C=CC1)C2=NC(N)=CC(=N2)N
4991815,KCNK3,FC1=CC=C(C=2ON=C(C(=O)NC3=C(CC)C=CC=C3)C2)C=C1
2980731,KCNK3,S1C2=C(CC(CC2)C)C=3C1=NC(SCCC)=NC3N4N=CC(=C4N)C#N
2976587,KCNK3,O(CCN1CCC(CC1)CC2=CC=CC=C2)C3=C(N(=O)=O)C=CC(=C3)C
4107862,KCNK3,S1C(C(=O)N(CC(=O)NC=2C=CC(OC)=CC2)C(=O)C1)C
743355,KCNK3,O1C(CNC=2N3C(=NC=4C3=CC=CC4)C(=C5C2CCC5)C#N)=CC=C1
5343529,KCNK3,O1C(/C=N/N2CCN(CC2)CC=3C=4C(C=CC3)=CC=CC4)=CC=C1C
9563466,KCNK3,O(C1=CC=C(CC(=O)N/N=C(/C=2N=CC=CC2)\C)C=C1)C
7312196,KCNK3,S(=O)(=O)(NC=1C=CC=CC1)C=2C(=CC(=C(NC(=O)C)C2)C)C
1077054,KCNK3,FC=1C(CN2C=3C(N(C2=O)CC=4C(F)=CC=CC4)=CC=CC3)=CC=CC1
5538580,KCNK3,ClC1=CC=C(S/C(=N\S(=O)(=O)C2=CC=CC=C2)/C=3C=CC=CC3)C=C1
4462502,KCNK3,S1C2=C(CCN(C2)C(=O)C)C(=C1NC(=O)C3CCCCC3)C(=O)N
23605826,KCNK3,ClC1=C(C=2N=C(ON2)CCCC(=O)NC3CCCC3)C=CC=C1
16190747,KCNK3,O1N=C(N=C1CN2C(CCC2)(CC=C)CC=C)COC3=CC=CC=C3
5748,KCNK3,OC(C1CCCCC1)(C2=CC=CC=C2)C(OCC[N+](CC)(CC)C)=O
1489419,KCNK3,O(C(=O)C1=C(N=C(N2CCCC2)C(=C1)C#N)C3=CC=CC=C3)CC
11948743,KCNK3,ClC=1C=C(NC(=O)CN2C=CSC2=N)C(OC3=CC=CC=C3)=CC1
1506004,KCNK3,O=C1CC(CC(NCC=2NC=3C(N2)=CC=CC3)=C1C(=O)C)(C)C
2938088,KCNK3,O=C(N1CC(CC1)C2=CC=CC=C2)CCN3C(=O)C=4C(C3=O)=CC=CC4
983316,KCNK3,S(=O)(=O)(NC1=CC(C=2N=C3SC=CN3C2)=CC=C1)C4=CC=C(F)C=C4
1148229,KCNK3,ClC1=CC=C(S(=O)(=O)N2CCN(CC2)CC=3C=4C(NC3)=CC=CC4)C=C1
5310780,KCNK3,O=C1N(C(=O)N(C(=O)C1C=NCCC=2C=3C(NC2)=CC=CC3)C)C
933881,KCNK3,SC=1N(C(=NN1)C=2C(=NOC2C)C=3C=CC=CC3)C4=CC=CC=C4
971431,KCNK3,ClC1=C(C(NC(=S)NC2=CC=C(C=C2)C(=O)C)=CC=C1)C
6354388,KCNK3,S1C(C2=C3C(=NC2=O)C=CC=C3)C(=O)N(CC(=O)O)C1=O
652630,KCNK3,S(C=1N(C2=C(N(C(=O)NC2=O)C)N1)CC(C)=C)CCCO
5759327,KCNK3,O=C(C=1C(=C(NC1C)C)C)/C=C/C2=CC=C(N(=O)=O)C=C2
5389689,KCNK3,O1C=2C=C(CN=C(C3=C(O)N=C(O)N=C3O)C)C=CC2OC1
3710924,KCNK3,S1CCN2C1=NC=C(C2=O)C(=O)NC=3C=CC(OC(F)(F)F)=CC3
16192177,KCNK3,O1CCC(N2CC(CCC2)CCC(=O)NCC3=CC(OC)=CC=C3)CC1
697669,KCNK3,O(C1=CC2=C(N=C(C(=C2)C(OCC)=O)C)C=C1)CC3=CC=CC=C3
5308219,KCNK3,S(=O)(=O)(NC=1C=C(F)C(=CC1)C)C2=CC=3OC(=O)N(C3C=C2)C
8224611,KCNK3,S(=O)(=O)(N1CCN(CC1)C(=S)NC=2C=CC=CC2)C3=CC=CC=C3
662969,KCNK3,S(C=1N(C(=NN1)C2=CC=CN=C2)CC=C)CC3=CC=C(OC)C=C3
6493312,KCNK3,FC1=CC=C(N2C=C(C(O)N3CC(CC(C3)C)C)C=C2O)C=C1
4301464,KCNK3,S(C=1N(CC=C)C(=NN1)C)CC(=O)NC=2C=C3OCCOC3=CC2
2975945,KCNK3,S(=O)(=O)(NC=1C(=NC=2N(N=CN2)C1O)C)C3=CC(=C(F)C=C3)C
2865033,KCNK3,S(CC(=O)C1(OC(=O)C(C1)CCCC)C)C=2SC=3C(N2)=CC=CC3
1155498,KCNK3,S1C(C2=NNC(=NC3=C2C=C(CC)C=C3)C4=CC=CN=C4)=CC=C1
2155038,KCNK3,O(CCCC)C(=O)C1=CC=C(NC2=NC=NC=3N=CNC23)C=C1
4781083,KCNK3,ClC1=CC=2NC(SCC(=O)NC3C=S(O)(O)=CC3)=NC2N=C1
1386992,KCNK3,BrC=1C=C2C(=C(C(O)=NC2=CC1)CC(=O)O)C3=CC=CC=C3
7998858,KCNK3,ClC=1C(S(=O)(=O)N2CCCCC2)=CC(NC(=O)C=3C=CN=CC3)=CC1
664515,KCNK3,ClC=1C(CNC(=O)N[C@@H](C(C)C)C(OC)=O)=CC=CC1
1300253,KCNK3,ClC1=CC=C(S(=O)(=O)N(CC(=O)NC=2SC(=C(N2)C)C)C)C=C1
4782796,KCNK3,ClC=1SC(C(=O)CCC(=O)N2CCN(CC2)C3=CC(OC)=CC=C3)=CC1
1921979,KCNK3,S(=O)(=O)(NC=1C=CC(N2CCOCC2)=CC1)C3=CC=4C(C=C3)=CC=CC4
16453204,KCNK3,O1CCN(C(CNC(=O)C=2C=CC(=CC2)C)C=3OC=CC3)CC1
16017331,KCNK3,S(=O)(=O)(N1CCCC1)C=2SC(=NN2)NC(=O)C3=C(F)C=CC=C3
3905765,KCNK3,O(CC(=O)NC(C(C)C)C)C1=CC=C(C2=CC=CC=C2)C=C1
6493454,KCNK3,ClC1=CC(NC(=O)CN2CCN(S(=O)(=O)N3CCCCC3)CC2)=CC=C1Cl
707447,KCNK3,ClC1=CC=C(C=2N(C(CCC(=O)O)=CC2)CC(=O)O)C=C1
749157,KCNK3,O=C(NC=1C=C2N=C(N(C2=CC1)CC3=CC=CC=C3)C)C
721684,KCNK3,OC1=NC=2C(C(C3=CC=C(N(=O)=O)C=C3)=C1)=CC=C(C2)C
2961292,KCNK3,O(CCN1CCN(CC1)CC)C2=CC=C(C(C3=CC=CC=C3)(C)C)C=C2
6499017,KCNK3,O(C(CC)C(=O)NC=1C=C2OCOC2=CC1)C=3C(OC)=CC=CC3
4406231,KCNK3,S(=O)(=O)(NN1C(NC2=C(C1=O)C=CC=C2)(C)C)C3=CC=CC=C3
7590472,KCNK3,ClC1=C2SC(N(CC3=CC=CN=C3)C(=O)CCC)=NC2=C(OC)C=C1
3239405,KCNK3,OC=1N(C2CCCCC2)C(NC=3C=C(C(=CC3)C)C)=C4N=CC=CC14
1904989,KCNK3,S(CC1=CC=C(OCCC)C=C1)CCNC(=S)NC=2C=CC=CC2
20908504,KCNK3,S(C(C(=O)NC1CCCC1)CC)C=2NC=3C(N2)=NC=CC3
663502,KCNK3,S1CC(=NN2C1=NN=C2C=3C=CN=CC3)C=4C(OC)=CC=C(OC)C4
16011823,KCNK3,S(=O)(=O)(N(CC(=O)NC=1C=CC(OC)=CC1)C)C=2NC=NC2
16338394,KCNK3,O=C(N1C(CC=2C1=CC=CC2)C)COC(=O)C=3C=CC(N(C)C)=CC3
697912,KCNK3,S(=O)(=O)(NC1=C(C=CC=C1)C(O)=O)C=2C(=CC=CC2)C(F)(F)F
271681,KCNK3,S(=O)(=O)(NC1(CC)C(=O)N(C(=O)N(C1=O)C)C)C=2C=CC(N)=CC2
3164208,KCNK3,ClC1=C(OC(C)C(OCC(=O)NC2=NOC(=C2)C)=O)C=CC(Cl)=C1
2455798,KCNK3,S1C2=C(N=C1C3=CC=C(NC(=S)NC)C=C3)C=CC(=C2)C
4179672,KCNK3,ClC=1C=C(C2N(C(=O)C3=C(C2C(O)=O)C=CC=C3)C)C=CC1
3763605,KCNK3,S(=O)(=O)(N1C(COC=2C1=CC=CC2)C3=CC=CC=C3)C4=CC=C(C=C4)C
2813385,KCNK3,O1C=2C(C(=CC1=O)C)=CC=C(NC(=O)CCC(=O)O)C2
24818873,KCNK3,O=C(N1CCCCCCC1)C2=NOC(=C2)COC=3C=CC(=CC3)C(=O)C
1141750,KCNK3,O1C=2C(C=C(C3=CC=C(NC(=O)CC)C=C3)C1=O)=CC=CC2
4402608,KCNK3,S1C=2N(C(=O)C(C(=O)NCCC3=CC=CC=C3)=CN2)C=C1
16413025,KCNK3,S(=O)(=O)(NCCC=1C=2C(NC1)=CC=CC2)C3=CC(OC)=C(OC)C=C3
1504449,KCNK3,O1N=C2CC(CC(=O)C2=C1CC3=CC(OCC)=C(OCC)C=C3)(C)C
3241097,KCNK3,O1C(CCC1)CNC(=O)C=2N(C3=C(OC=4C3=CC=CC4)C2)C
6603656,KCNK3,O1C(CN2N=NN=C2C(N3CCN(C4CCCC4)CC3)C(C)C)=CC=C1
1505720,KCNK3,O(C1=C(NC(=O)C2=N(ON=C2N)=O)C=CC(OC)=C1)C
3812990,KCNK3,O=C(N1N=CCC1C2=CC=CC=C2)NC=3C4=C(C=CC3)C=CC=C4
4017854,KCNK3,S(=O)(=O)(N1CCOCC1)C2=CC(NC(=O)C3CCCC3)=CC=C2OC
3936405,KCNK3,S(C=1N2N=CCC2C=3C(N1)=CC=CC3)CC(=O)NCC=4OC=CC4
1856407,KCNK3,O(C(=O)N1CCN(CC1)C=2N=C3N(C(=O)C2C=O)C=CC=C3C)CC
7384435,KCNK3,OC=1N2C3=C(CCC2)C=C(NC(=O)C4=CC(OC)=CC=C4)C=C3C1
845805,KCNK3,S1C(C=2NC3=C(N2)C=CC(=C3)C)=C(N)C4=C1N=C(C=C4)C
6462526,KCNK3,OC(N1CC(CC(C1)C)C)C2=CN(C(O)=C2)C=3C(=CC=CC3)C
4969312,KCNK3,S=C(NC(C12CC3CC(C1)CC(C2)C3)C)NCCCN4CCOCC4
9587470,KCNK3,O1C2=C(OC1)C=CC(=C2)C(O/N=C(\N)/C=3C=CN=CC3)=O
758205,KCNK3,O=C(N1CCN(CC1)C2=CC=CC=C2)C=3C=CC(N4CCCC4=O)=CC3
6446728,KCNK3,ClC1=CC=2/C(/C=3C(SC2C=C1)=CC(F)=C(F)C3)=C\CCN(C)C
7682867,KCNK3,ClC1=NC=CC=C1NC(=O)CSC=2OC(=NN2)C3=C(C=CC=C3)C
24789790,KCNK3,S(=O)(=O)(N1CCN(CC1)C(OCC)=O)C2=C(N=C3SC=C(N3C2=O)C)C
1212264,KCNK3,S1C=2C(N(C=3C1=CC=CC3)C(=O)CSC=4NC(=NN4)C)=CC=CC2
12005896,KCNK3,S1C(C2(CCOCC2)C(=O)NC=3N=CC=C(C3)C)=CC=C1
18583420,KCNK3,S1C(N(CCN2CCOCC2)C(=O)CCC)=NC=3C1=C(OC)C=CC3OC
1302858,KCNK3,OCC(NCC=1C(OCC(=O)NC=2C=CC=CC2)=CC=CC1)(C)C
23724308,KCNK3,FC(F)(F)C1=C(NC(=O)C(N2CCN(CC2)C)C)C=CC=C1
2436430,KCNK3,O(C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2)CC3=C(ON=C3C)C
